product_id,product_name,brand_id,category_id,model_year,list_price,prod_cost,brand_name,category_name,store_id,quantity,store_name,phone,email,street,city,state,zip_code
24,Electra Townie Original 21D - 2016,1,2,2016,549.99,385.40147757299997,Electra,Comfort Bicycles,2,16,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
24,Electra Townie Original 21D - 2016,1,2,2016,549.99,385.40147757299997,Electra,Comfort Bicycles,3,18,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
25,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,350.364342573,Electra,Comfort Bicycles,1,10,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
25,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,350.364342573,Electra,Comfort Bicycles,2,18,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
25,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,350.364342573,Electra,Comfort Bicycles,3,15,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
26,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,420.43861257299994,Electra,Comfort Bicycles,1,16,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
26,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,420.43861257299994,Electra,Comfort Bicycles,2,2,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
26,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,420.43861257299994,Electra,Comfort Bicycles,3,27,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
27,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,1,21,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
27,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,2,10,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
27,Surly Big Dummy Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,3,21,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
28,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,2280.4222032746998,Surly,Mountain Bikes,1,20,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
28,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,2280.4222032746998,Surly,Mountain Bikes,2,25,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
28,Surly Karate Monkey 27.5+ Frameset - 2017,8,6,2017,2499.99,2280.4222032746998,Surly,Mountain Bikes,3,20,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
29,Trek X-Caliber 8 - 2017,9,6,2017,999.99,660.9836900969999,Trek,Mountain Bikes,1,13,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
29,Trek X-Caliber 8 - 2017,9,6,2017,999.99,660.9836900969999,Trek,Mountain Bikes,2,29,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
29,Trek X-Caliber 8 - 2017,9,6,2017,999.99,660.9836900969999,Trek,Mountain Bikes,3,11,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
30,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,1,30,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
30,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,2,17,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
30,Surly Ice Cream Truck Frameset - 2017,8,6,2017,999.99,912.1634082747,Surly,Mountain Bikes,3,23,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
31,Surly Wednesday - 2017,8,6,2017,1632.99,1489.5686197647,Surly,Mountain Bikes,1,2,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
31,Surly Wednesday - 2017,8,6,2017,1632.99,1489.5686197647,Surly,Mountain Bikes,2,10,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
31,Surly Wednesday - 2017,8,6,2017,1632.99,1489.5686197647,Surly,Mountain Bikes,3,10,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
32,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,1,0,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
32,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,2,13,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
32,Trek Farley Alloy Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,3,14,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
33,Surly Wednesday Frameset - 2017,8,6,2017,469.99,428.7119673747,Surly,Mountain Bikes,1,10,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
33,Surly Wednesday Frameset - 2017,8,6,2017,469.99,428.7119673747,Surly,Mountain Bikes,2,8,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
33,Surly Wednesday Frameset - 2017,8,6,2017,469.99,428.7119673747,Surly,Mountain Bikes,3,14,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
34,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,1,2,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
34,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,2,24,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
34,Trek Session DH 27.5 Carbon Frameset - 2017,9,6,2017,469.99,310.65883109699996,Trek,Mountain Bikes,3,6,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
35,Sun Bicycles Spider 3i - 2017,7,6,2017,832.99,490.4554324090001,Sun Bicycles,Mountain Bikes,1,18,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
35,Sun Bicycles Spider 3i - 2017,7,6,2017,832.99,490.4554324090001,Sun Bicycles,Mountain Bikes,2,25,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
35,Sun Bicycles Spider 3i - 2017,7,6,2017,832.99,490.4554324090001,Sun Bicycles,Mountain Bikes,3,3,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
36,Surly Troll Frameset - 2017,8,6,2017,832.99,759.8305957647,Surly,Mountain Bikes,1,26,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
36,Surly Troll Frameset - 2017,8,6,2017,832.99,759.8305957647,Surly,Mountain Bikes,2,15,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
36,Surly Troll Frameset - 2017,8,6,2017,832.99,759.8305957647,Surly,Mountain Bikes,3,28,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
37,Haro Flightline One ST - 2017,2,6,2017,379.99,246.574029039,Haro,Mountain Bikes,1,12,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
37,Haro Flightline One ST - 2017,2,6,2017,379.99,246.574029039,Haro,Mountain Bikes,2,5,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
37,Haro Flightline One ST - 2017,2,6,2017,379.99,246.574029039,Haro,Mountain Bikes,3,30,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
38,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,356.886366039,Haro,Mountain Bikes,1,13,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
38,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,356.886366039,Haro,Mountain Bikes,2,18,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
38,Haro Flightline Two 26 Plus - 2017,2,6,2017,549.99,356.886366039,Haro,Mountain Bikes,3,23,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
39,Trek Stache 5 - 2017,9,6,2017,1499.99,991.4788400969999,Trek,Mountain Bikes,1,2,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
39,Trek Stache 5 - 2017,9,6,2017,1499.99,991.4788400969999,Trek,Mountain Bikes,2,28,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
39,Trek Stache 5 - 2017,9,6,2017,1499.99,991.4788400969999,Trek,Mountain Bikes,3,22,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
40,Trek Fuel EX 9.8 29 - 2017,9,6,2017,4999.99,3304.9448900969996,Trek,Mountain Bikes,1,24,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
40,Trek Fuel EX 9.8 29 - 2017,9,6,2017,4999.99,3304.9448900969996,Trek,Mountain Bikes,2,15,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
40,Trek Fuel EX 9.8 29 - 2017,9,6,2017,4999.99,3304.9448900969996,Trek,Mountain Bikes,3,2,Rowlett Bikes,(972) 530-5555,rowlett@bikes.shop,8000 Fairway Avenue,Rowlett,TX,75088
41,Haro Shift R3 - 2017,2,6,2017,1469.99,953.870778039,Haro,Mountain Bikes,1,10,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060
41,Haro Shift R3 - 2017,2,6,2017,1469.99,953.870778039,Haro,Mountain Bikes,2,6,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432
